"CPCv2.1","Code","ISSCAAP","ISSCFC_Parent","Identifier","Name_En","Name_Es","Name_Fr","Observations","SITCv4"
"432","036.0.1.3.3.29","43","036.0.1.3.3","1172","Rock lobsters (Jasus spp.), nei, fresh or chilled","Langostas (Jasus spp.), nep, frescas o refrigeradas","Langoustes (Jasus spp.), nca, fraîches ou réfrigérées","true","036.2"
"434","036.0.1.3.3.32","43","036.0.1.3.3","1174","Norway lobsters (Nephrops spp.), meat or tails, fresh or chilled","Colas o carne de cigala (Nephrops spp.), frescas o refrigeradas","Chair ou queues de langoustines (Nephrops spp.), fraîches ou refrigérées","true","036.2"
"434","036.0.1.3.3.39","43","036.0.1.3.3","1175","Norway lobsters (Nephrops spp.), nei, live, fresh or chilled","Cigalas (Nephrops spp.), nep, vivas, frescas o refrigeradas","Langoustines (Nephrops spp.), nca, vivantes, fraîches ou réfrigérées","true","036.2"
"433","036.0.1.3.3.41","43","036.0.1.3.3","1178","American/European lobsters (Homarus spp.), whole, fresh or chilled","Bogavantes (Homarus spp.), enteros, frescos o refrigerados","Homards américain/européen (Homarus spp.), entiers, frais ou réfrigérés","true","036.2"
"433","036.0.1.3.3.42","43","036.0.1.3.3","1179","American/European lobsters (Homarus spp.), meat or tails, fresh or chilled","Colas o carne de bogavante (Homarus spp.) frescas o refrigeradas","Chair ou queues de homard américain/européen (Homarus spp.), fraîches ou réfrigérées","true","036.2"
"433","036.0.1.3.3.49","43","036.0.1.3.3","1180","American/European lobsters (Homarus spp.), live, fresh or chilled, nei","Bogavantes (Homarus spp.), nep, vivos, frescos o refrigerados","Homards américain/européen (Homarus spp.), nca, vivants, frais ou réfrigérés","true","036.2"
"439","036.0.1.3.3.92","43","036.0.1.3.3","1182","Lobsters nei, meat or tails, fresh or chilled","Colas o carne de bogavantes nep, frescas o refrigeradas","Chair ou queue de homard nca, fraîches ou réfrigérés","true","036.2"
"439","036.0.1.3.3.99","43","036.0.1.3.3","1183","Lobsters nei, fresh or chilled","Bogavantes nep, frescos o refrigerados","Homards nca, frais ou réfrigérés","true","036.2"
"","036.0.1.4.1","","036.0.1.4","1184","Freshwater crustaceans, frozen","Crustáceos de agua dulce, congelados","Crustacés d'eau douce, congelés","false",""
"21259","036.0.1.4.1.10","41","036.0.1.4.1","1185","Crayfish (freshwater), even smoked, frozen","Cangrejos de rio, ahumados, congelados","Écrevisses, fumées, congelées","true","036.19"
"21259","036.0.1.4.1.90","41","036.0.1.4.1","1186","Freshwater crustaceans nei, frozen","Crustáceos de agua dulce, congelados","Crustacés d'eau douce, congelés","true","036.19"
"21252","036.0.1.4.3.19","43","036.0.1.4.3","1188","Spiny lobsters (Panulirus spp.), nei, frozen","Langostas (Panulirus spp.), nep, congeladas","Langoustes (Panulirus spp.), nca, congelées","true","036.19"
"21252","036.0.1.4.3.29","43","036.0.1.4.3","1190","Rock lobsters (Jasus spp.), nei, frozen","Langostas (Jasus spp.), nep, congeladas","Langoustes (Jasus spp.), nca, congelées","true","036.19"
"21254","036.0.1.4.3.32","43","036.0.1.4.3","1192","Norway lobsters (Nephrops spp.), meat or tails, frozen","Colas o carne de cigala (Nephrops spp.), congeladas","Chair ou queues de langoustines (Nephrops spp.), congelées","true","036.19"
"21254","036.0.1.4.3.39","43","036.0.1.4.3","1193","Norway lobsters (Nephrops spp.), nei, even smoked, frozen","Cigalas (Nephrops spp.), nep, ahumadas, congeladas","Langoustines (Nephrops spp.), nca, fumées, congelées","true","036.19"
"21253","036.0.1.4.3.41","43","036.0.1.4.3","1194","American/European lobsters (Homarus spp.), whole, even smoked, frozen","Bogavantes (Homarus spp.), enteros, ahumados, congelados","Homard américain/européen (Homarus spp.), entiers, fumés, congelés","true","036.19"
"21253","036.0.1.4.3.42","43","036.0.1.4.3","1196","American/European lobsters (Homarus spp.), meat or tails, even smoked, frozen","Colas o carne de bogavante (Homarus spp.), ahumadas, congeladas","Chair ou queues de homard américain/européen (Homarus spp.),  fumées, congelées,","true","036.19"
"21253","036.0.1.4.3.49","43","036.0.1.4.3","1197","American/European lobsters (Homarus spp.), nei, even smoked, frozen","Bogavantes (Homarus spp.), nep, ahumados, congelados","Homard américain/européen (Homarus spp.), nca, fumés, congelés","true","036.19"
"21253","036.0.1.4.3.92","43","036.0.1.4.3","1199","Lobsters nei, meat or tails, frozen","Colas o carne de bogavantes nep, congeladas","Chair ou queue de homard nca, congelées","true","036.19"
"21253","036.0.1.4.3.99","43","036.0.1.4.3","1200","Lobsters nei, frozen","Bogavantes nep, congelados","Homards nca, congelés","true","036.19"
"421","034.1.2.1.10","11","034.1.2.1","1201","Carps live","Carpas vivas","Carpes vivantes","true","034.11"
"429","034.1.5.8.60","38","034.1.5.8","1202","Dogfish (Squalidae), fresh or chilled","Galludos,tollos (Squalidae) frescos o refrigerados","Squales (Squalidae) frais ou réfrigérés","true","034.18"
"21219","034.2.5.8.60","38","034.2.5.8","1203","Dogfish (Squalidae), frozen","Galludos, tollos(Squalidae) congelados","Squales (Squalidae), congelés","true","034.28"
"21221","034.3.1.5.8.60","38","034.3.1.5.8","1204","Dogfish (Squalidae) and catshark fillets, fresh or chilled","Galludos, tollos(Squalidae),alitanes en filetes frescos o refrigerados","Filets de squale(Squalidae) et roussette frais ou réfrigérés","true","034.51"
"21222","034.4.1.5.8.60","38","034.4.1.5.8","1205","Dogfish (Squalidae) and catshark fillets, frozen","Galludos,tollos(Squalidae), alitanes en filetes congelados","Filets de squale (Squalidae) et roussette congelés","true","034.4"
"","034.4.4","","034.4","1206","Fish meat, frozen","Carne de pescado, congelada","Chair de poissons, congelée","false",""
"429","034.1.5.4.17","34","034.1.5.4","1207","Toothfish (Dissostichus spp.), fresh or chilled","Austromerluza (Dissostichus spp.), fresca o refrigerada","Legine (Dissostichus spp.), fraîche ou réfrigérée","true","034.18"
"21219","034.2.5.4.17","34","034.2.5.4","1208","Toothfish (Dissostichus spp.), frozen","Austromerluza (Dissostichus spp.), congelada","Legine (Dissostichus spp.), congelée","true","034.28"
"21222","034.4.1.5.4.17","34","034.4.1.5.4","1209","Toothfish (Dissostichus spp.), fillets, frozen","Austromerluza (Dissostichus spp.) en filetes, congelada","Filets de legine (Dissostichus spp.), congelés","true","034.4"
"21211","034.2.3.2.20","12","034.2.3.2","1210","Tilapias, frozen","Tilapia congelada","Tilapias, congelés","true","034.28"
"21221","034.3.1.3.2.20","12","034.3.1.3.2","1211","Tilapia fillets, fresh or chilled","Tilapia en filetes fresca o refrigerada","Filets de tilapia, frais ou réfrigérés","true","034.51"
"21222","034.4.1.3.2.20","12","034.4.1.3.2","1212","Tilapia fillets, frozen","Tilapia en filetes, congelada","Filets de tilapia, congelés","true","034.4"
"426","034.1.5.5.70","35","034.1.5.5","1213","Sardines, sardinellas, brisling or sprats, fresh or chilled","Sardinas, sardinelas y espandines, frescos o refrigerados","Sardines, sardinelles, sprats ou esprots, frais ou réfrigerés","true","034.15"
"21216","034.2.5.5.70","35","034.2.5.5","1214","Sardines, sardinellas, brisling or sprats, frozen","Sardinas, sardinelas y espadines, congelados","Sardines, sardinelles, sprats ou esprots, congelés","true","034.24"
"21242","037.1.1.5.5.709","35","037.1.1.5.5","1215","Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei","Sardinas, sardinelas y espadines, no picados, prep. y cons., nep","Sardines, sardinelles, sprats ou esprots, non hachés, prép. et cons., nca","true","037.12"
"426","034.1.5.7.90","37","034.1.5.7","1216","Miscellaneous pelagic fish, nei, fresh or chilled","Peces pelágicos diversos, nep, frescos o refrigerados","Poissons pélagiques divers, nca, frais ou réfrigérés","true","034.18"
"21216","034.2.5.7.90","37","034.2.5.7","1217","Miscellaneous pelagic fish, nei, frozen","Peces pelágicos diversos, nep, congelados","Poissons pélagiques divers,nca, congelés","true","034.28"
"21222","034.4.1.5.7.90","37","034.4.1.5.7","1218","Miscellaneous pelagic fish fillets, frozen, nei","Peces pelágicos diversos en filetes, nep,congelados","Filets de poissons pélagiques divers, nca , congelés","true","034.4"
"21224","035.02.3.5.7.90","37","035.02.3.5.7","1219","Miscellaneous pelagic fish nei, fillets, dried, salted or in brine","Peces pelágicos diversos nep, filetes, secos, salados o en salmuera","Poissons pélagiques divers nca, filets, séchés, salés ou en saumure","true","035.12"
"21232","035.03.5.7.90","37","035.03.5.7","1220","Miscellaneous pelagic fish, nei, smoked","Peces pelágicos diversos, nep, ahumados","Poissons pélagiques divers, nca, fumés","true","035.3"
"21242","037.1.1.5.7.90","37","037.1.1.5.7","1221","Miscellaneous pelagic fish nei, prep. or pres., not minced","Peces pelágicos diversos nep no picados, prep. y cons.","Poissons pélagiques divers nca non hachés, prép. et cons.","true","037.15"
"21291","081.42.1.5.7.90","37","081.42.1.5.7","1222","Meal from miscellaneous pelagic fishes nei","Harina de peces pelágicos diversos nep","Farine de poissons pélagiques divers nca","true","081.42"
"425","034.1.5.6.35","36","034.1.5.6","1223","Southern bluefin tuna (Thunnus maccoyii), fresh or chilled","Atún rojo del Sur (Thunnus maccoyii) fresco o refrigerado","Thon rouge du Sud (Thunnus maccoyii) frais ou réfrigéré","true","034.14"
"21215","034.2.5.6.35","36","034.2.5.6","1224","Southern bluefin tuna(Thunnus maccoyii), frozen","Atún rojo del Sur (Thunnus maccoyii) congelado","Thon rouge du Sud (Thunnus maccoyii) congelé","true","034.23"
"21212","034.2.4.3.31","23","034.2.4.3","1225","Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen","Salmón rojo, congelado","Saumon rouge, congelé","true","034.21"
"21212","034.2.4.3.35","23","034.2.4.3","1226","Pacific salmons, frozen, nei","Salmón del Pacifico, congelado, nep","Saumon du Pacifique, congelé, nca","true","034.21"
"","034.3.2.2","","034.3.2","1227","Fish meat, whether or not minced, fresh, chilled","Carne de pescado (incluso picada) fresca o refrigerada","Chair de poisson, même hachée, fraîche ou réfrigérée","false",""
"21221","034.3.2.2.5.5.01","35","034.3.2.2.5.5","1228","Flaps of herring, fresh or chilled","Lomos de arenque, frescos o refrigerados","Flancs de harengs, frais ou réfrigérés","true","034.51"
"21221","034.3.2.2.5.9.90","39","034.3.2.2.5.9","1229","Marine fish meat,whether or not minced nei, fresh or chilled","Carne de peces marinos (incluso picada), fresca o refrigerada, nep","Chair de poissons marins, même hachée,fraîche ou réfrigérée, nca","true","034.51"
"21223","034.4.4.2.5.5.18","35","034.4.4.2.5.5","1230","Herring, minced, frozen","Arenque, picado, congelado","Harengs, hachés, congelés","true","034.55"
"21223","034.4.4.2.6.90","39","034.4.4.2.6","1231","Fish meat, whether or not minced, frozen, nei","Carne de pescado (incluso picada) congelada, nep","Chair de poissons, même hachée, congelée, nca","true","034.55"
"21242","037.1.1.5.5.202","35","037.1.1.5.5","1232","Pilchards (Sardinops spp.), prep. or pres., not minced, in oil","Sardinas (Sardinops spp.), no picadas, en aceite, prep. y cons.","Pilchards (Sardinops spp.) non hachés, à l'huile, prép. et cons.","true","037.12"
"21242","037.1.1.5.5.203","35","037.1.1.5.5","1233","Pilchards (Sardinops spp.), prep. or pres., not minced, in tomato sauce","Sardinas (Sardinops spp.), no picadas, en salsa tomate, prep. y cons.","Pilchards (Sardinops spp.) non hachés, à la sauce tomate, prép. et cons.","true","037.12"
"","037.2.1.1.1","","037.2.1.1","1234","Freshwater crustaceans, prepared or preserved","Crustáceos de agua dulce, prep. y cons.","Crustacés d'eau douce, prép. et cons.","false",""
"21270","037.2.1.1.1.10","41","037.2.1.1.1","1235","Crayfish (freshwater), prepared or preserved","Cangrejos de rio, prep. y cons.","Écrevisses, prép. et cons.","true","037.21"
"21270","037.2.1.1.1.90","41","037.2.1.1.1","1236","Freshwater crustaceans nei, prepared or preserved","Crustáceos de agua dulce nep, prep. y cons.","Crustacés d'eau douce nca, prép. et cons.","true","037.21"
"21221","034.3.1.5.8.90","38","034.3.1.5.8","1237","Sharks,rays,chimaeras, nei fillets fresh or chilled","Tiburones, rayas, quimeras, nep, en filetes,frescos o refrigerados","Filets de requin, raie, chimère,nca, frais ou réfrigérés","true","034.51"
"21222","034.4.1.5.8.90","38","034.4.1.5.8","1238","Sharks,rays,chimaeras, skates, fillets,  frozen,  nei","Tiburones, rayas, quimeras, nep, en filetes, congelados","Filets de requin, raies, chimère,nca, congelés","true","034.4"
"21291","081.42.1.5.2.90","32","081.42.1.5.2","1239","Gadiformes, meals, nei","Harina de gádidos, nep","Farine de poissons gadiformes, nca","true","081.42"
"21291","081.42.1.5.3.90","33","081.42.1.5.3","1240","Coastal fish meals, nei","Harina de peces costeros, nep","Farine de poissons côtiers, nca","true","081.42"
"21291","081.42.1.5.4.90","34","081.42.1.5.4","1241","Demersal fish meals, nei","Harina de peces demersales, nep","Farine de poissons démersaux, nca","true","081.42"
"21524","411.11.5.2.90","32","411.11.5.2","1242","Gadiformes, liver oils, nei","Aceites de hígado de gádidos, nep","Huiles de foie de gadiformes, nca","true","411.11"
"21525","411.12.5.3.90","33","411.12.5.3","1243","Coastal fishes oils, nei","Aceites de peces costeros, nep","Huiles de poissons côtiers, nca","true","411.12"
"21525","411.12.5.4.90","34","411.12.5.4","1244","Demersal fish oils, nei","Aceites de peces demersales, nep","Huiles de poissons démersaux, nca","true","411.12"
"426","034.1.5.6.75","36","034.1.5.6","1245","Spanish mackerel, fresh or chilled","Carites frescos o refrigerados","Thazards, frais ou réfrigérés","true","034.18"
"21216","034.2.5.6.75","36","034.2.5.6","1246","Spanish mackerel, frozen","Carites congelados","Thazards congelés","true","034.28"
"21219","034.2.4.5.90","25","034.2.4.5","1247","Miscellaneous diadromous fish, nei, frozen","Peces diádromos diversos, nep, congelados","Poissons diadromes divers, nca, congelés","true","034.28"
"","034.4.4.2","","034.4.4","1248","Fish meat, whether or not minced, frozen","Carne de pescado (incluso picada), congelada","Chair de poisson, même hachée, congelée","false",""
"21223","034.4.5.90","39","034.4.5","1249","Fish meat,whether or not minced, fresh,chilled,frozen, nei","Carne de pescado (incluso picada), fresca, refrigerada o congelada, nep","Chair de poissons, même hachée, fraîche, réfrigérée ou congelée, nca","true","034.55"
"21224","035.02.3.4.5.90","25","035.02.3.4.5","1250","Miscellaneous diadromous fish, fillets, dried, salted or in brine, nei","Peces diádromos diversos, filetes, secos, salados o en salmuera, nep","Poissons diadromes divers, filets, séchés, salés ou en saumure, nca","true","035.12"
"21242","037.1.1.4.5.90","25","037.1.1.4.5","1251","Miscellaneous diadromous fish not minced, prep. or pres., nei","Peces diádromos diversos, no picados, prep. y cons., nep","Poissons diadromes divers non hachés, prép. et cons., nca","true","037.15"
"21291","081.99.1.1.901","39","081.99.1.1","1252","Solubles from fish and marine mammals, nei","Solubles de pescado y de mamíferos marinos, nep","Solubilisés de poissons et de mammifères marins, nca","true","081.99"
"21291","081.99.2.1.901","39","081.99.2.1","1253","Fish solubles, silages, nei","Solubles, ensilados de pescado, nep","Solubilisés, ensilages de poisson, nca","true","081.99"
"4911","291.1.5.90","82","291.1.5","1254","Miscellaneous corals and shells","Coral y conchas diversos","Corail et coquillages divers","true","291.15"
"4920","291.9.7.90","83","291.9.7","1255","Natural sponges nei","Esponjas naturales, nep","Éponges naturelles, nca","true","291.97"
"493","292.9.1.90","94","292.9.1","1256","Other seaweeds and aquatic plants and products thereof","Otros algas, plantas acuáticas y productos derivados, diversos","Autres algues, plantes aquatiques et produits derives divers","true","292.97"
"21222","034.4.2.5.2.90","32","034.4.2.5.2","1257","Cods, hakes, haddocks, etc.  fillets in blocks, frozen, nei","Bacalao, merluzas, eglefinos, etc. nep en filetes, congelados en bloques","Filets de morue, merlu, églefin, etc.,nca en blocs, congelés","true","034.4"
"21223","034.4.4.2.5.2.45","32","034.4.4.2.5.2","1258","Alaska pollock, meat, whether or not minced, frozen","Carne de colín de Alaska, incluso picada, congelada","Chair de lieu de l'Alaska, même hachée, congelée","true","034.55"
