"Code","Scientific_Name","Description_en","Description_fr","Description_es"
"NOP","Trisopterus esmarkii","Norway pout","Tacaud norvégien","Faneca noruega"
"NOQ","Anomia ephippium","Common jingle shell","Anomie pelure","Ostra de perro"
"NOR","Notothenia rossii","Marbled rockcod","Bocasse marbrée","Trama jaspeada"
"NOS","Notothenia squamifrons","Grey rockcod","Bocasse grise","Trama gris"
"NOT","Patagonotothen brevicauda","Patagonian rockcod","Bocasse de Patagonie","Trama patagónica"
"NOU","Clinostomus elongatus","Redside dace","",""
"NOV","Notolychnus valdiviae","","",""
"NOW","Anemonia sulcata","Snakelocks anemone","Anemone de mer","Anemona de mar común"
"NOX","Nototheniidae","Antarctic rockcods, noties nei","Bocasses, bocassons nca","Tramas, doradillos nep"
"NOZ","Nototheniops mizops","Toad notie","Bocassette crapaud","Ojo de sapo"
"NPA","Engraulis mordax","Californian anchovy","Anchois de Californie","Anchoa de California"
"NPB","Parapenaeopsis probata","Parole shrimp","Crevette parole","Camarón parolo"
"NPC","Pentapodus caninus","Small-toothed whiptail","",""
"NPD","Pentapodus paradiseus","Paradise whiptail","",""
"NPE","Notopogon endeavouri","","",""
"NPF","Neoplecostomus franciscoensis","","",""
"NPG","Neocentropogon aeglefinis","","",""
"NPH","Scomberomorus niphonius","Japanese Spanish mackerel","Thazard oriental","Carite oriental"
"NPI","Parapenaeopsis coromandelica","Coromandel shrimp","Crevette coromandel","Camarón coromandel"
"NPJ","Panopeus africanus","African mud crab","Crabe caillou africain","Canrejo de piedra africano"
"NPK","Neotropius khavalchor","","",""
"NPL","Chaenopsis alepidota","Orangethroat pikeblenny","",""
"NPM","Anoplocapros amygdaloides","Western smooth boxfish","",""
"NPN","Parapenaeopsis cornuta","Coral shrimp","Crevette corail","Camarón coral"
"NPO","Nannoperca oxleyana","Oxleyan pygmy perch","",""
"NPP","Parapenaeopsis spp","Parapenaeopsis shrimps nei","Crevettes Parapenaeopsis nca","Camarones Parapenaeopsis nep"
"NPQ","Neopycnodonte cochlear","Spoon oyster","Pycnodonte-cuillere","Ostra del sur"
"NPR","Notopogon fernandezianus","Orange bellowfish","",""
"NPS","Parascolopsis aspinosa","Smooth dwarf monocle bream","Mamila lisse","Besugato liso"
"NPT","Neoaploactis tridorsalis","Threefin velvetfish","",""
"NPU","Anoplarchus purpurescens","High cockscomb","",""
"NPV","Anomia peruviana","Peruvian jingle shell","Anomie péruvienne","Cascabel peruano"
"NPW","Neopataecus waterhousii","Whiskered prowfish","",""
"NPX","Notopogon xenosoma","Longspine bellowfish","",""
"NPY","Pentapodus emeryii","Double whiptail","",""
"NPZ","Neopomacentrus azysron","Yellowtail demoiselle","",""
"NQA","Monodonta articulata","Articulate monodont","Monodonte articulée","Peonza"
"NQB","Nerita albicilla","Oxpalate nerite","Nérite brûlée",""
"NQC","Nerita chameleon","Chameleon nerite","Nérite caméléon",""
"NQD","Mnemiopsis mccradyi","","",""
"NQE","Anodontia edentula","Toothless lucine","Lucine edentule",""
"NQG","Scolopsis lineata","Striped monocle bream","Scolopsis rayé",""
"NQH","Palea steindachneri","Wattle-necked softshell turtle","",""
"NQI","Nerita picea","Pitchy nerite","Nérite ébène",""
"NQJ","Neritina turrita","Turreted nerite","Nérite tourelle",""
"NQK","Nerita costata","Costate nerite","Nérite côtelée",""
"NQL","Nerita planospira","Flatspired nerite","Nérite à spire plate",""
"NQM","Monodonta mutabilis","Mutable monodont","Monodonte intermediaire","Peonza mutable"
"NQN","Channa lucius","","",""
"NQO","Nerita polita","Polished nerite","Nérite lustrée",""
"NQP","Nerita plicata","Plicate nerite","Nérite plissée",""
"NQQ","Nerita squamulata","Scaly nerite","Nérite écailleuse",""
"NQR","Anadara reinharti","Reinhart's ark","Arche de Reinhart","Arca de Reinhart"
"NQS","Nerita senegalensis","Senegal nerite","Nérite du Sénégal","Nerita senegalesa"
"NQT","Anadara tuberculosa","Black ark","Arche noire","Arca negra"
"NQU","Monodonta turbinata","Turbinate monodont","Monodonte-fraise","Peonza fresa"
"NQV","Chitala ornata","Clown featherback","",""
"NQW","Callechelys guineensis","Shorttail snake eel","","Tieso colicorta"
"NQX","Pentapodus spp","","",""
"NQY","Mnemiopsis leidyi","","",""
"NQZ","Callechelys leucoptera","","",""
"NRA","Parapenaeus australiensis","Australian rose shrimp","Crevette rose australienne","Camarón rosado australiano"
"NRB","Centrodoras brachiatus","","",""
"NRC","Normanichthys crockeri","Mote sculpin","Mote","Mote camotillo"
"NRD","Notolepis rissoi","Spotted barracudina","Barracudine pintade","Barracudina pintada"
"NRE","Anaora tentaculata","Tentacled dragonet","",""
"NRF","Parapenaeus fissurus","Neptune rose shrimp","Crevette neptune","Camarón rosado neptuno"
"NRG","Parapenaeus longipes","Flamingo shrimp","Crevette flamande","Camarón flamenco"
"NRH","Palinurus charlestoni","Cape Verde spiny lobster","Langouste de Cap Vert","Langosta de Cabo Verde"
"NRI","Parapenaeus investigatoris","Explorer rose shrimp","Crevette rose chercheuse","Camarón explorador"
"NRJ","Parapenaeopsis arafurica","Arafura shrimp","Crevette arafura","Camarón arafura"
"NRK","Parapenaeus lanceolatus","Lancer rose shrimp","Crevette rose lancier","Camarón rosado lanzón"
"NRL","Nerophis lumbriciformis","Worm pipefish","",""
"NRM","Nerophis maculatus","","",""
"NRN","Neetroplus nematopus","","",""
"NRO","Nerophis ophidion","Straightnose pipefish","",""
"NRP","Parapenaeus politus","Rose shrimp","Crevette rose",""
"NRQ","Anadara similis","Brown ark","Arche brune","Arca prieta"
"NRR","Parapenaeus sextuberculatus","Domino shrimp","Crevette domino","Camarón dominó"
"NRS","Notropis signipinnis","Flagfin shiner","",""
"NRT","Notropis stramineus","Sand shiner","",""
"NRU","Neolamprologus boulengeri","","",""
"NRV","Notropis volucellus","Mimic shiner","",""
"NRX","Notropis texanus","Weed shiner","",""
"NRY","Parapenaeus spp","Parapenaeus shrimps nei","Crevettes Parapenaeus nca","Camarones Parapenaeus nep"
"NSA","Neosilurus argenteus","Silver tandan","",""
"NSB","Neosilurus brevidorsalis","Shortfin tandan","",""
"NSC","Scolopsis bilineata","Two-lined monocle bream","Mamila griffée","Besugato rayado"
"NSD","Notacanthus sexspinis","Spiny-back eel","Tapir du Cap","Espinudo del Cabo"
"NSE","Scolopsis taenioptera","Lattice monocle bream","",""
"NSF","Nassa francolina","Francolina jopas","Jopas francolin",""
"NSG","Scolopsis ghanam","Arabian monocle bream","Mamila arabe","Besugato de Arabia"
"NSH","Neoscorpis lithophilus","Stone-bream","",""
"NSI","Scolopsis bimaculata","Thumbprint monocle bream","Mamila Saint Pierre","Besugato de San Pedro"
"NSJ","Neosynchiropus ijimai","Japanese dragonet","",""
"NSK","Amanses scopas","Broom filefish","",""
"NSL","Phocarctos hookeri","New Zealand sea lion","Lion de mer de N.lle-Zélande","Léon marino de Nueva Zelandia"
"NSM","Neoscopelus macrolepidotus","Large-scaled lantern fish","",""
"NSN","Nes longus","Orangespotted goby","",""
"NSO","Scolopsis monogramma","Monogrammed monocle bream","",""
"NSP","Scolopsis vosmeri","Whitecheek monocle bream","Mamila joues blanches","Besugato cariblanco"
"NSQ","Nassarius mutabilis","Changeable nassa","Nasse-ceinture","Mugarida lisa"
"NSR","Neostethus amaricola","","",""
"NSS","Saurenchelys stylurus","","",""
"NST","Neosilurus ater","Narrowfront tandan","",""
"NSU","Notesthes robusta","Bullrout","",""
"NSV","Scaevius milii","Green-striped coral bream","",""
"NSW","Neoscombrops pacificus","","",""
"NSX","Nassa serta","Wreath jopas","Jopas guirlande",""
"NSY","Neoscombrops cynodon","Silver splitfin","",""
"NSZ","Nansenia antarctica","","",""
"NTA","Notropis atherinoides","Emerald shiner","",""
"NTB","Notropis bairdi","Red River shiner","",""
"NTC","Notorynchus cepedianus","Broadnose sevengill shark","Platnez","Cañabota gata"
"NTD","Notropis dorsalis","Bigmouth shiner","",""
"NTE","Notropis heterodon","Blackchin shiner","",""
"NTF","Pantomus affinis","Hinged shrimp","Crevette charnière","Camarón bisagra"
"NTG","Notropis girardi","Arkansas River shiner","",""
"NTH","Temera hardwickii","","",""
"NTI","Notropis rupestris","Bedrock shiner","",""
"NTJ","Acanthopsetta nadeshnyi","Scale-eye plaice","",""
"NTK","Acanthacaris caeca","Atlantic deep-sea lobster","Langoustine arganelle","Cigala de fondo"
"NTL","Notropis longirostris","Longnose shiner","",""
"NTM","Acanthodoras spinosissimus","Talking catfish","",""
"NTN","Notropis lutipinnis","Yellowfin shiner","",""
"NTO","Notolepis coatsi","Antarctic jonasfish","Barracudine antarctique","Barracudina antártica"
"NTP","Notropis boops","Bigeye shiner","",""
"NTQ","Notropis rubellus","Rosyface shiner","",""
"NTR","Notropis heterolepis","Blacknose shiner","",""
"NTS","Notropis nubilus","Ozark minnow","",""
"NTT","Typhlonarke tarakea","Oval electric ray","",""
"NTU","Notropis hudsonius","Spottail shiner","",""
"NTV","Notocetichthys trunovi","","",""
"NTW","Pennatulacea","Sea pens","",""
"NTX","Antalis entale","Occidental tuskshell","",""
"NTY","Typhlonarke aysoni","Blind electric ray","",""
"NTZ","Natica euzona","Beautifully-banded moon snail","Natice à belles bandes",""
"NUA","Clinus acuminatus","Sad klipfish","",""
"NUB","Netuma barba","White sea catfish","",""
"NUC","Chalcalburnus chalcoides","Danube bleak","",""
"NUD","Aspidontus dussumieri","Lance blenny","",""
"NUE","Panulirus echinatus","Brown spiny loster","Langouste brune","Langosta marrón"
"NUF","Prionurus biafraensis","Biafra doctorfish","",""
"NUG","Panulirus gracilis","Green spiny lobster","Langouste verte","Langosta barbona"
"NUH","Paracanthurus hepatus","Palette surgeonfish","",""
"NUI","Triacanthus biaculeatus","Short-nosed tripodfish","",""
"NUJ","Panulirus japonicus","Japanese spiny lobster","Langouste japonaise","Langosta japonesa"
"NUK","Nautilus pompilius","Emperor nautilus","Nautile flammé","Nautilo común"
"NUL","Panulirus laevicauda","Smoothtail spiny lobster","Langouste indienne","Langosta verde"
"NUM","Neoeucirrhichthys maydelli","","",""
"NUN","Antennablennius adenensis","Aden blenny","",""
"NUO","Blennius ocellaris","Butterfly blenny","",""
"NUP","Panulirus penicillatus","Pronghorn spiny lobster","Langouste fourchette","Langosta horquilla"
"NUQ","Anomura","Anomuran decapods nei","Décapodes anomura nca","Decápodos anomura nep"
"NUR","Panulirus ornatus","Ornate spiny lobster","Langouste ornée","Langosta ornamentada"
"NUS","Nudiantennarius subteres","Deep-water frogfish","",""
"NUT","Panulirus interruptus","Mexican spiny loster","Langouste mexicaine","Langosta mexicana"
"NUU","Panulirus inflatus","Blue spiny lobster","Langouste bleue","Langosta azul"
"NUV","Panulirus versicolor","Painted spiny lobster","Langouste barriolée","Langosta colorete"
"NUW","Blennius spp","","",""
"NUX","Nautilus macromphalus","Bellybutton nautilus","Nautile bouton","Nautilo ombligo"
"NUY","Nuttallia obscurata","Varnish clam","",""
"NUZ","Ctenocidaris nutrix","","",""
"NVA","Neverita albumen","Eggwhite moon snail","Natice blanc d'oeuf",""
"NVB","Blennius normani","","",""
"NVC","Naevochromis chrysogaster","","",""
"NVD","Dalophis boulengeri","","",""
"NVE","Neverita peselephanti","Elephant's-foot moon snail","Natice patte-d'éléphant",""
"NVF","Dalophis cephalopeltis","","",""
"NVG","Dalophis multidentatus","","",""
"NVH","Novumbra hubbsi","Olympic mudminnow","",""
"NVJ","Neverita josephinia","Josephine's moon-shell","Natice de Josephine","Caracol Josefina"
"NVM","Novaculichthys macrolepidotus","Seagrass wrasse","",""
"NVP","Venefica proboscidea","Whipsnout sorcerer","",""
"NVX","Liponema spp","","",""
"NWD","Niwaella delicata","","",""
"NWP","Transennella pannosa","Fine clam","","Concha fina"
"NWS","Scolopsis taeniata","Black-streaked monocle bream","Mamila dos noir",""
"NWX","Lepidotheca spp","Spiny white hydrocorals nei","",""
"NXA","Nannocharax altus","","",""
"NXB","Neoodax balteatus","","",""
"NXC","Caranx caballus","Green jack","Carangue verte","Jurel bonito"
"NXD","Echinothrix diadema","Crowned sea urchin","",""
"NXF","Nexilosus latifrons","Coquito sergeant","",""
"NXH","Caranx heberi","Blacktip trevally","",""
"NXI","Caranx ignobilis","Giant trevally","Carangue têtue","Jurel gigante"
"NXJ","Selene spp","Carangid moonfishes nei","Mussos nca","Jorobados nep"
"NXK","Echinothrix calamaris","Harpooner sea urchin","",""
"NXL","Caranx latus","Horse-eye jack","",""
"NXM","Caranx melampygus","Bluefin trevally","Carangue aîle bleue","Jurel de aleta azul"
"NXN","Caranx caninus","Pacific crevalle jack","",""
"NXO","Notothenia spp","Notothenia nei","Notothenia nca","Notothenia nep"
"NXP","Caranx papuensis","Brassy trevally","",""
"NXS","Caranx senegallus","Senegal jack","Carangue du Sénégal","Jurel senegalés"
"NXT","Caranx tille","Tille trevally","",""
"NXU","Caranx lugubris","Black jack","",""
"NXV","Neaxius vivesi","Small pink lobster","Petite langouste rose","Langostilla rosada"
"NXX","Pododesmus spp","","",""
"NYA","Tanyemblemaria alleni","Slender blenny","",""
"NYB","Nyassachromis breviceps","","",""
"NYC","Pleuronichthys cornutus","Ridged-eye flounder","",""
"NYD","Pleuronichthys decurrens","Curlfin sole","","Platija aleta de rizo"
"NYE","Sciadonus cryptophthalmus","","",""
"NYH","Notothenia cyanobrancha","Blue rockcod","",""
"NYI","Oxyurichthys ophthalmonema","Eyebrow goby","",""
"NYJ","Nymphon brachyrhynchum","","",""
"NYK","Nybelinella erikssoni","","",""
"NYL","Ancylopsetta cycloidea","Cyclope flounder","",""
"NYM","Notothenia marionensis","Lobe-lip notothen","",""
"NYN","Hanleya hanleyi","Eastern hanleya","",""
"NYO","Neatypus obliquus","Western footballer","",""
"NYP","Nyctiphanes capensis","","",""
"NYQ","Nemacystus decipiens","Mozuku","",""
"NYR","Ancylopsetta dendritica","Three-spot flounder","Rite à trois yeux","Lenguado tres ojos"
"NYS","Scomberesox simulans","Dwarf saury","Balaou nain","Paparda enana"
"NYT","Oxyurichthys tentacularis","","",""
"NYU","Nyctiphanes australis","","",""
"NYV","Pleuronichthys verticalis","Hornyhead turbot","",""
"NYW","Oxyurichthys papuensis","Frogface goby","Gobie à tête de grenouille",""
"NYX","Nematocarcinus spp","Spider prawns nei","",""
"NYY","Nedystoma dayi","Day's catfish","",""
"NYZ","Nephtheidae","","",""
"NZA","Nezumia aequalis","Common Atlantic grenadier","Grenadier lisse","Granadero liso"
"NZB","Nezumia bairdi","Marlin-spike grenadier","Grenadier de Baird","Granadero narizón"
"NZC","Nezumia condylura","","",""
"NZD","Nezumia duodecim","Twelve-rayed grenadier","",""
"NZE","Nezumia stelgidolepis","California grenadier","",""
"NZF","Ostracion cyanurus","Bluetail trunkfish","",""
"NZG","Oplopomus oplopomus","Spinecheek goby","",""
"NZH","Neanthes kerguelensis","","",""
"NZI","Nezumia liolepis","Smooth grenadier","",""
"NZJ","Opistognathus nigromarginatus","Birdled jawfish","",""
"NZK","Nitzschia closterium","","",""
"NZL","Nezumia latirostrata","Broadsnout grenadier","",""
"NZM","Nezumia micronychodon","Smalltooth grenadier","",""
"NZN","Neozoarces steindachneri","","",""
"NZO","Nezumia convergens","Peruvian grenadier","",""
"NZP","Nezumia proxima","Short-tail grenadier","",""
"NZQ","Opistognathus muscatensis","Robust jawfish","",""
"NZR","Nezumia loricata","Parrot grenadier","",""
"NZS","Nezumia sclerorhynchus","Roughtip grenadier","",""
"NZT","Nezumia orbitalis","Spectacled grenadier","",""
"NZU","Ophichthus apicalis","Bluntnose snake-eel","",""
"NZV","Omobranchus punctatus","Muzzled blenny","","Blennio hocicudo"
"NZW","Omobranchus mekranensis","Mekran blenny","",""
"NZX","Rhinoptera spp","","",""
"NZY","Omobranchus fasciolatus","Arab blenny","",""
"NZZ","Narcetes stomias","Blackhead salmon","Cassigné à tête noire",""
"OAA","Acanthonus armatus","","",""
"OAB","Pomatoschistus bathi","","",""
"OAC","Tonna canaliculata","Channeled tun","Tonne canaliculée",""
"OAD","Apagesoma delosommatus","","",""
"OAE","Allosmerus elongatus","Whitebait smelt","",""
"OAF","Colisa fasciatus","Banded gourami","",""
"OAG","Abyssobrotula galatheae","","",""
"OAH","Ostrea atherstonei","Red flat oyster","",""
"OAI","Pomacanthus imperator","Emperor angelfish","",""
"OAJ","Solenocera algoensis","Algoa shrimp","",""
"OAK","Saccostrea kegaki","Kegaki oyster","",""
"OAL","Solea senegalensis","Senegalese sole","Sole du Sénégal","Lenguado senegalés"
"OAM","Solea impar","Adriatic sole","",""
"OAN","Pomacanthus annularis","Bluering angelfish","",""
"OAO","Solea ovata","Ovate sole","",""
"OAP","Palaemon pandaliformis","Potitinga prawn","Bouquet potitinga","Camarón potitinga"
"OAQ","Ostreola equestris","Crested oyster","",""
"OAR","Caprichthys gymnura","Rigid boxfish","",""
"OAS","Solea nasuta","Snouted sole","",""
"OAT","Homola barbata","Homole crab","Homole","Homola"
"OAU","Aracana aurita","Striped cowfish","",""
"OAV","Pomacanthus asfur","Arabian angelfish","",""
"OAW","Phorcus atratus","","","Burgado hembra"
"OAX","Polydactylus sextarius","Blackspot threadfin","Barbure à tâche noire","Barbudo de mancha negra"
"OAY","Oman ypsilon","Oman blenny","",""
"OAZ","Pomacanthus maculosus","Yellowbar angelfish","",""
"OBA","Obliquichthys maryannae","Oblique-swimming triplefin","",""
"OBB","Brienomyrus brachyistius","","",""
"OBC","Osteobrama cotio","","",""
"OBD","Pomatoschistus microps","Common goby","Gobie commun",""
"OBE","Bathylychnops exilis","Javelin spookfish","",""
"OBF","Ostrea puelchana","","",""
"OBG","Bassogigas gillii","","",""
"OBH","Heteroscyllium colcloughi","Bluegray carpetshark","Requin aveugle gris-bleu","Tiburón ciego gris"
"OBI","Barathrites iris","","",""
"OBJ","Scomberoides tol","Needlescaled queenfish","Sauteur leurre","Jurel saltarín"
"OBK","Brotula clarki","","",""
"OBL","Osteobrama belangeri","","",""
"OBM","Scomberoides commersonnianus","Talang queenfish","Sauteur talang","Jurel saltador"
"OBN","Scrobicularia plana","Peppery furrow","Lavignon poivre","Almeja de perro"
"OBO","Bassozetus compressus","","",""
"OBP","Bathyonus laticeps","","",""
"OBQ","Procambarus spp","Procambarus crayfishes nei","Écrevisses Procambarus nca","Cangrejos río Procambarus nep"
"OBR","Benthocometes robustus","","",""
"OBS","Scombrops boops","Gnomefish","",""
